2003-01-02,1244.28,0
2003-01-03,1233.83,-10.45
2003-01-06,1246.64,12.81
2003-01-07,1244.8,-1.84
2003-01-08,1236.88,-7.92
2003-01-09,1247.5,10.62
2003-01-10,1236.88,-10.62
2003-01-13,1248.58,11.7
2003-01-14,1240.56,-8.02
2003-01-15,1243.03,2.47
2003-01-16,1239.25,-3.78
2003-01-17,1245.86,6.61
2003-01-20,1251,5.14
2003-01-21,1254.69,3.69
2003-01-22,1262.84,8.15
2003-01-23,1259.77,-3.07
2003-01-24,1265.92,6.15
2003-01-27,1270.05,4.13
2003-01-28,1268.89,-1.16
2003-01-29,1266.86,-2.03
2003-01-30,1265.72,-1.14
2003-02-03,1261.94,-3.78
2003-02-04,1270.22,8.28
2003-02-05,1284.86,14.64
2003-02-06,1265.5,-19.36
2003-02-07,1274.51,9.01
2003-02-10,1275.77,1.26
2003-02-11,1278.26,2.49
2003-02-12,1297.72,19.46
2003-02-13,1288.37,-9.35
2003-02-14,1302.95,14.58
2003-02-17,1294.33,-8.62
2003-02-18,1295.02,0.69
2003-02-19,1284.46,-10.56
2003-02-20,1287.74,3.28
2003-02-21,1294.33,6.59
2003-02-24,1280.37,-13.96
2003-02-25,1287.83,7.46
2003-02-26,1280.25,-7.58
2003-02-27,1282.3,2.05
2003-02-28,1275.63,-6.67
2003-03-03,1283.56,7.93
2003-03-04,1301.13,17.57
2003-03-05,1310.19,9.06
2003-03-06,1310.27,0.08
2003-03-07,1325.95,15.68
2003-03-10,1341.02,15.07
2003-03-11,1357.97,16.95
2003-03-12,1364.39,6.42
2003-03-13,1359.48,-4.91
2003-03-14,1347.17,-12.31
2003-03-17,1341.46,-5.71
2003-03-18,1319.26,-22.2
2003-03-19,1329.76,10.5
2003-03-20,1328.99,-0.77
2003-03-21,1329.72,0.73
2003-03-24,1324.26,-5.46
2003-03-25,1332.48,8.22
2003-03-26,1328.53,-3.95
2003-03-27,1331.62,3.09
2003-03-28,1331.29,-0.33
2003-03-31,1351.06,19.77
2003-04-01,1372.79,21.73
2003-04-02,1371.64,-1.15
2003-04-03,1348.13,-23.51
2003-04-04,1350.96,2.83
2003-04-07,1342.73,-8.23
2003-04-08,1342.79,0.06
2003-04-09,1345.55,2.76
2003-04-10,1350.23,4.68
2003-04-11,1337.19,-13.04
2003-04-14,1314.9,-22.29
2003-04-15,1319.27,4.37
2003-04-16,1314.01,-5.26
2003-04-17,1327.38,13.37
2003-04-18,1316.84,-10.54
2003-04-21,1312.31,-4.53
2003-04-22,1308.91,-3.4
2003-04-23,1334.81,25.9
2003-04-24,1336.15,1.34
2003-04-25,1347.92,11.77
2003-04-28,1361.79,13.87
2003-04-29,1349.7,-12.09
2003-04-30,1348.3,-1.4
2003-05-02,1365.21,16.91
2003-05-06,1367.88,2.67
2003-05-07,1377.44,9.56
2003-05-09,1379.13,1.69
2003-05-12,1388.34,9.21
2003-05-13,1379.88,-8.46
2003-05-14,1383.07,3.19
2003-05-15,1378.9,-4.17
2003-05-16,1361.03,-17.87
2003-05-19,1398.01,36.98
2003-05-20,1388.46,-9.55
2003-05-21,1406.12,17.66
2003-05-22,1390.95,-15.17
2003-05-23,1399.22,8.27
2003-05-26,1409.82,10.6
2003-05-27,1415.19,5.37
2003-05-28,1418.23,3.04
2003-05-29,1411.31,-6.92
2003-05-30,1434.71,23.4
2003-06-02,1413.03,-21.68
2003-06-03,1418.03,5
2003-06-04,1409.58,-8.45
2003-06-05,1399.45,-10.13
2003-06-09,1405.78,6.33
2003-06-10,1405.61,-0.17
2003-06-11,1393.47,-12.14
2003-06-12,1402.43,8.96
2003-06-13,1405.87,3.44
2003-06-16,1417.23,11.36
2003-06-17,1408.06,-9.17
2003-06-18,1400.35,-7.71
2003-06-19,1383.79,-16.56
2003-06-20,1389.46,5.67
2003-06-23,1380.32,-9.14
2003-06-24,1375.31,-5.01
2003-06-25,1368.35,-6.96
2003-06-26,1371.35,3
2003-06-27,1355.8,-15.55
2003-06-30,1362.34,6.54
2003-07-01,1376.58,14.24
2003-07-02,1377.33,0.75
2003-07-03,1369.52,-7.81
2003-07-04,1360.91,-8.61
2003-07-07,1355.57,-5.34
2003-07-08,1335.7,-19.87
2003-07-09,1333.79,-1.91
2003-07-10,1337.37,3.58
2003-07-11,1338.25,0.88
2003-07-14,1329.61,-8.64
2003-07-15,1327.48,-2.13
2003-07-16,1312.02,-15.46
2003-07-18,1325.27,13.25
2003-07-21,1332.26,6.99
2003-07-22,1337.68,5.42
2003-07-23,1338.2,0.52
2003-07-24,1357.49,19.29
2003-07-25,1353.15,-4.34
2003-07-28,1357.26,4.11
2003-07-29,1355.55,-1.71
2003-07-30,1350.47,-5.08
2003-07-31,1338.42,-12.05
2003-08-01,1326.35,-12.07
2003-08-04,1330.13,3.78
2003-08-05,1340.53,10.4
2003-08-06,1351.74,11.21
2003-08-07,1344.87,-6.87
2003-08-08,1347.74,2.87
2003-08-11,1334.96,-12.78
2003-08-12,1340.41,5.45
2003-08-13,1328.24,-12.17
2003-08-14,1334.08,5.84
2003-08-18,1327.41,-6.67
2003-08-19,1310.13,-17.28
2003-08-20,1311.55,1.42
2003-08-21,1306.86,-4.69
2003-08-22,1283.37,-23.49
2003-08-25,1270.98,-12.39
2003-08-26,1268.06,-2.92
2003-08-27,1273.54,5.48
2003-08-28,1274.21,0.67
2003-08-29,1284.56,10.35
2003-09-01,1295.23,10.67
2003-09-02,1289.08,-6.15
2003-09-03,1271.72,-17.36
2003-09-04,1272.54,0.82
2003-09-05,1282.94,10.4
2003-09-08,1299.35,16.41
2003-09-09,1298.11,-1.24
2003-09-15,1319.11,21
2003-09-16,1322.96,3.85
2003-09-17,1308.28,-14.68
