2023-01-06,73.69,-0.28
2023-01-05,73.97,0.59
2023-01-04,73.38,-3.71
2023-01-03,77.09,-3.38
2023-01-02,80.47,0
2022-12-30,80.47,1.86
2022-12-29,78.61,0.01
2022-12-28,78.6,-1.17
2022-12-27,79.77,-1.2
2022-12-26,80.97,1.63
2022-12-23,79.34,0.89
2022-12-22,78.45,0.21
2022-12-21,78.24,2.01
2022-12-20,76.23,0.34
2022-12-19,75.89,1.44
2022-12-16,74.45,-1.8
2022-12-15,76.25,-1.02
2022-12-14,77.27,2.08
2022-12-13,75.19,1.75
2022-12-12,73.44,1.54
2022-12-11,71.9,0.4
2022-12-09,71.5,-0.56
2022-12-08,72.06,-0.52
2022-12-07,72.58,-1.89
2022-12-06,74.47,-2.93
2022-12-05,77.4,-3.75
2022-12-04,81.15,0.85
2022-12-02,80.3,-1.03
2022-12-01,81.33,0.77
2022-11-30,80.56,2.36
2022-11-29,78.2,0.96
2022-11-28,77.24,0.96
2022-11-25,76.28,-1.67
2022-11-24,77.95,0.01
2022-11-23,77.94,-3.01
2022-11-22,80.95,1.22
2022-11-21,79.73,-0.35
2022-11-18,80.08,-1.56
2022-11-17,81.64,-3.95
2022-11-16,85.59,-1.33
2022-11-15,86.92,1.05
2022-11-14,85.87,-3.09
2022-11-11,88.96,2.49
2022-11-10,86.47,0.64
2022-11-09,85.83,-3.08
2022-11-08,88.91,-2.88
2022-11-07,91.79,-0.82
2022-11-04,92.61,4.44
2022-11-03,88.17,-1.83
2022-11-02,90,1.63
2022-11-01,88.37,1.84
2022-10-31,86.53,-1.37
2022-10-28,87.9,-1.18
2022-10-27,89.08,1.17
2022-10-26,87.91,2.59
2022-10-25,85.32,0.74
2022-10-24,84.58,-0.47
2022-10-21,85.05,-0.93
2022-10-20,85.98,0.43
2022-10-19,85.55,2.73
2022-10-18,82.82,-2.64
2022-10-17,85.46,-0.15
2022-10-14,85.61,-3.5
2022-10-13,89.11,1.84
2022-10-12,87.27,-2.08
2022-10-11,89.35,-1.78
2022-10-10,91.13,-1.51
2022-10-07,92.64,4.19
2022-10-06,88.45,0.69
2022-10-05,87.76,1.24
2022-10-04,86.52,2.89
2022-10-03,83.63,4.14
2022-09-30,79.49,-1.74
2022-09-29,81.23,-0.92
2022-09-28,82.15,3.65
2022-09-27,78.5,1.79
2022-09-26,76.71,-2.03
2022-09-23,78.74,-4.75
2022-09-22,83.49,0.55
2022-09-21,82.94,-1.51
2022-09-20,84.45,-1.28
2022-09-19,85.73,0.62
2022-09-16,85.11,0.01
2022-09-15,85.1,-3.38
2022-09-14,88.48,1.17
2022-09-13,87.31,-0.47
2022-09-12,87.78,0.99
2022-09-09,86.79,3.25
2022-09-08,83.54,1.6
2022-09-07,81.94,-4.94
2022-09-06,86.88,-2.08
2022-09-05,88.96,0.71
2022-09-04,88.25,1.38
2022-09-02,86.87,0.26
2022-09-01,86.61,-2.94
2022-08-31,89.55,-2.09
2022-08-30,91.64,-5.37
2022-08-29,97.01,3.95
2022-08-26,93.06,0.54
2022-08-25,92.52,-2.37
2022-08-24,94.89,1.15
2022-08-23,93.74,3.51
2022-08-22,90.23,-0.54
2022-08-19,90.77,0.27
2022-08-18,90.5,2.39
2022-08-17,88.11,1.58
2022-08-16,86.53,-2.88
2022-08-15,89.41,-2.68
2022-08-12,92.09,-2.25
2022-08-11,94.34,2.41
2022-08-10,91.93,1.43
2022-08-09,90.5,-0.26
2022-08-08,90.76,1.75
2022-08-05,89.01,0.47
2022-08-04,88.54,-2.12
2022-08-03,90.66,-3.76
2022-08-02,94.42,0.53
2022-08-01,93.89,-4.73
2022-07-29,98.62,2.2
2022-07-28,96.42,-0.84
2022-07-27,97.26,2.28
2022-07-26,94.98,-1.72
2022-07-25,96.7,2
2022-07-22,94.7,-1.65
2022-07-21,96.35,-5.91
2022-07-20,102.26,-1.96
2022-07-19,104.22,1.62
2022-07-18,102.6,5.01
2022-07-15,97.59,1.81
2022-07-14,95.78,-0.52
2022-07-13,96.3,0.46
2022-07-12,95.84,-8.25
2022-07-11,104.09,-0.7
2022-07-08,104.79,2.06
2022-07-07,102.73,4.2
